WAVY_ID:Dado:Timestamp
WAVY04:37.020066,-7.930181:2025-01-01-00-00-00
WAVY04:41.699662,-8.830184:2025-01-01-01-13-40
WAVY01:41.700284,-8.829638:2025-01-01-01-13-45
WAVY01:41.699777,-8.830129:2025-01-01-01-13-50
WAVY01:41.699839,-8.830439:2025-01-01-01-13-55
WAVY01:41.699532,-8.830040:2025-01-01-01-14-00
WAVY01:41.699780,-8.830304:2025-01-01-01-14-05
WAVY04:41.700154,-8.830114:2025-01-01-01-13-45
WAVY04:41.699863,-8.830299:2025-01-01-01-13-50
WAVY04:41.699839,-8.830439:2025-01-01-01-13-55
WAVY04:41.699962,-8.829989:2025-01-01-01-14-00
WAVY04:41.700406,-8.829530:2025-01-01-01-14-05
WAVY04:41.700167,-8.829515:2025-01-01-01-14-10
WAVY04:41.700156,-8.829636:2025-01-01-01-14-15
WAVY04:41.700271,-8.829963:2025-01-01-01-14-20
WAVY04:41.699697,-8.830141:2025-01-01-01-14-25
WAVY04:41.699740,-8.830303:2025-01-01-01-14-30
WAVY01:41.699787,-8.829991:2025-01-01-01-14-10
WAVY01:41.700106,-8.829708:2025-01-01-01-14-15
WAVY01:41.699693,-8.829753:2025-01-01-01-14-20
WAVY01:41.699715,-8.829814:2025-01-01-01-14-25
WAVY01:41.699605,-8.830160:2025-01-01-01-14-30
WAVY01:41.699745,-8.829853:2025-01-01-01-14-35
WAVY01:41.700108,-8.829829:2025-01-01-01-14-40
WAVY01:41.700348,-8.829685:2025-01-01-01-14-45
WAVY01:41.700155,-8.829731:2025-01-01-01-14-50
WAVY01:41.700230,-8.829602:2025-01-01-01-14-55
WAVY04:41.700085,-8.829662:2025-01-01-01-14-35
WAVY04:41.700403,-8.830069:2025-01-01-01-14-40
WAVY04:41.700348,-8.829685:2025-01-01-01-14-45
WAVY04:41.699997,-8.830459:2025-01-01-01-14-50
WAVY04:41.699556,-8.830374:2025-01-01-01-14-55
WAVY01:41.700032,-8.829903:2025-01-01-01-15-00
WAVY01:41.700271,-8.829545:2025-01-01-01-15-05
WAVY01:41.699576,-8.830022:2025-01-01-01-15-10
WAVY01:41.700447,-8.829756:2025-01-01-01-15-15
WAVY01:41.700360,-8.830061:2025-01-01-01-15-20
WAVY04:41.700280,-8.829515:2025-01-01-01-15-00
WAVY04:41.700007,-8.830163:2025-01-01-01-15-05
WAVY04:41.700477,-8.830234:2025-01-01-01-15-10
WAVY04:41.699603,-8.830402:2025-01-01-01-15-15
WAVY04:41.700381,-8.829532:2025-01-01-01-15-20
WAVY04:41.699889,-8.830352:2025-01-01-01-15-25
WAVY04:41.700253,-8.829975:2025-01-01-01-15-30
WAVY04:41.700022,-8.829800:2025-01-01-01-15-35
WAVY04:41.700416,-8.829895:2025-01-01-01-15-40
WAVY04:41.700252,-8.830287:2025-01-01-01-15-45
WAVY01:41.700315,-8.829593:2025-01-01-01-15-25
WAVY01:41.700353,-8.829895:2025-01-01-01-15-30
WAVY01:41.699805,-8.830197:2025-01-01-01-15-35
WAVY01:41.700416,-8.829895:2025-01-01-01-15-40
WAVY01:41.700117,-8.830110:2025-01-01-01-15-45
WAVY01:41.700341,-8.829826:2025-01-01-01-15-50
WAVY01:41.700049,-8.829657:2025-01-01-01-15-55
WAVY01:41.699956,-8.830140:2025-01-01-01-16-00
WAVY01:41.700030,-8.830433:2025-01-01-01-16-05
WAVY01:41.700261,-8.829713:2025-01-01-01-16-10
WAVY04:41.700385,-8.830013:2025-01-01-01-15-50
WAVY04:41.700346,-8.829983:2025-01-01-01-15-55
WAVY04:41.699956,-8.830140:2025-01-01-01-16-00
WAVY04:41.699763,-8.830028:2025-01-01-01-16-05
WAVY04:41.700179,-8.829616:2025-01-01-01-16-10
WAVY04:41.700310,-8.829659:2025-01-01-01-16-15
WAVY04:41.700332,-8.830216:2025-01-01-01-16-20
WAVY04:41.699874,-8.829904:2025-01-01-01-16-25
WAVY04:41.700342,-8.829738:2025-01-01-01-16-30
WAVY04:41.700231,-8.830456:2025-01-01-01-16-35
WAVY01:41.700066,-8.830101:2025-01-01-01-16-15
WAVY01:41.699793,-8.829972:2025-01-01-01-16-20
WAVY01:41.699874,-8.829904:2025-01-01-01-16-25
WAVY01:41.699832,-8.830145:2025-01-01-01-16-30
WAVY01:41.700231,-8.830456:2025-01-01-01-16-35
WAVY04:41.699795,-8.829735:2025-01-01-01-16-40
WAVY04:41.700091,-8.830261:2025-01-01-01-16-45
WAVY04:41.699999,-8.829552:2025-01-01-01-16-50
WAVY04:41.700435,-8.829719:2025-01-01-01-16-55
WAVY04:41.699564,-8.830112:2025-01-01-01-17-00
WAVY01:41.700483,-8.830013:2025-01-01-01-16-40
WAVY01:41.699885,-8.830381:2025-01-01-01-16-45
WAVY01:41.700009,-8.830359:2025-01-01-01-16-50
WAVY01:41.699657,-8.829899:2025-01-01-01-16-55
WAVY01:41.700300,-8.829683:2025-01-01-01-17-00
WAVY01:41.700184,-8.830397:2025-01-01-01-17-05
WAVY01:41.699770,-8.830001:2025-01-01-01-17-10
WAVY01:41.700441,-8.830211:2025-01-01-01-17-15
WAVY01:41.700312,-8.829968:2025-01-01-01-17-20
WAVY01:41.700115,-8.829933:2025-01-01-01-17-25
WAVY04:41.700059,-8.830029:2025-01-01-01-17-05
WAVY04:41.699770,-8.830001:2025-01-01-01-17-10
WAVY04:41.700009,-8.829859:2025-01-01-01-17-15
WAVY04:41.700078,-8.829927:2025-01-01-01-17-20
WAVY04:41.699929,-8.830455:2025-01-01-01-17-25
WAVY04:41.699756,-8.829566:2025-01-01-01-17-30
WAVY04:41.699749,-8.829644:2025-01-01-01-17-35
WAVY04:41.699991,-8.830067:2025-01-01-01-17-40
WAVY04:41.700385,-8.830009:2025-01-01-01-17-45
WAVY04:41.699815,-8.830066:2025-01-01-01-17-50
WAVY01:41.700122,-8.830159:2025-01-01-01-17-30
WAVY01:41.700351,-8.829542:2025-01-01-01-17-35
WAVY01:41.699703,-8.829652:2025-01-01-01-17-40
WAVY01:41.699653,-8.830445:2025-01-01-01-17-45
WAVY01:41.699815,-8.830066:2025-01-01-01-17-50
WAVY01:41.700299,-8.829984:2025-01-01-01-17-55
WAVY01:41.700464,-8.830383:2025-01-01-01-18-00
WAVY01:41.700492,-8.830459:2025-01-01-01-18-05
WAVY01:41.700176,-8.830296:2025-01-01-01-18-10
WAVY01:41.699741,-8.830198:2025-01-01-01-18-15
WAVY04:41.699576,-8.829749:2025-01-01-01-17-55
WAVY04:41.700259,-8.829719:2025-01-01-01-18-00
WAVY04:41.699585,-8.829517:2025-01-01-01-18-05
WAVY04:41.700176,-8.830296:2025-01-01-01-18-10
WAVY04:41.699895,-8.830435:2025-01-01-01-18-15
WAVY01:41.699755,-8.830404:2025-01-01-01-18-20
WAVY01:41.699930,-8.830278:2025-01-01-01-18-25
WAVY01:41.699965,-8.829715:2025-01-01-01-18-30
WAVY01:41.699712,-8.830102:2025-01-01-01-18-35
WAVY01:41.699842,-8.830128:2025-01-01-01-18-40
WAVY04:41.699755,-8.830404:2025-01-01-01-18-20
WAVY04:41.700128,-8.830450:2025-01-01-01-18-25
WAVY04:41.699612,-8.829568:2025-01-01-01-18-30
WAVY04:41.700037,-8.829918:2025-01-01-01-18-35
WAVY04:41.700332,-8.830102:2025-01-01-01-18-40
WAVY04:41.700164,-8.829510:2025-01-01-01-18-45
WAVY04:41.700167,-8.829977:2025-01-01-01-18-50
WAVY04:41.699684,-8.830160:2025-01-01-01-18-55
WAVY04:41.699971,-8.830173:2025-01-01-01-19-00
WAVY04:41.700080,-8.829942:2025-01-01-01-19-05
WAVY01:41.700486,-8.829585:2025-01-01-01-18-45
WAVY01:41.700026,-8.830288:2025-01-01-01-18-50
WAVY01:41.699828,-8.830341:2025-01-01-01-18-55
WAVY01:41.700056,-8.830131:2025-01-01-01-19-00
WAVY01:41.700395,-8.829528:2025-01-01-01-19-05
WAVY04:41.699501,-8.829525:2025-01-01-01-19-10
WAVY04:41.700370,-8.829654:2025-01-01-01-19-15
WAVY04:41.700234,-8.829775:2025-01-01-01-19-20
WAVY04:41.699912,-8.830177:2025-01-01-01-19-25
WAVY04:41.700311,-8.829651:2025-01-01-01-19-30
WAVY01:41.699501,-8.829525:2025-01-01-01-19-10
WAVY01:41.700370,-8.829654:2025-01-01-01-19-15
WAVY01:41.700268,-8.829850:2025-01-01-01-19-20
WAVY01:41.700322,-8.830204:2025-01-01-01-19-25
WAVY01:41.699881,-8.830409:2025-01-01-01-19-30
WAVY01:41.700183,-8.829723:2025-01-01-01-19-35
WAVY01:41.700126,-8.829943:2025-01-01-01-19-40
WAVY01:41.699601,-8.829560:2025-01-01-01-19-45
WAVY01:41.700123,-8.830324:2025-01-01-01-19-50
WAVY01:41.700180,-8.830392:2025-01-01-01-19-55
WAVY04:41.700129,-8.830274:2025-01-01-01-19-35
WAVY04:41.699917,-8.829546:2025-01-01-01-19-40
WAVY04:41.699604,-8.830223:2025-01-01-01-19-45
WAVY04:41.699543,-8.829682:2025-01-01-01-19-50
WAVY04:41.700185,-8.830359:2025-01-01-01-19-55
WAVY04:41.700049,-8.830354:2025-01-01-01-20-00
WAVY04:41.699569,-8.830415:2025-01-01-01-20-05
WAVY04:41.700208,-8.829957:2025-01-01-01-20-10
WAVY04:41.699616,-8.829813:2025-01-01-01-20-15
WAVY04:41.699984,-8.830020:2025-01-01-01-20-20
WAVY01:41.699830,-8.829926:2025-01-01-01-20-00
WAVY01:41.699569,-8.829828:2025-01-01-01-20-05
WAVY01:41.700216,-8.829792:2025-01-01-01-20-10
WAVY01:41.699559,-8.829770:2025-01-01-01-20-15
WAVY01:41.699705,-8.830282:2025-01-01-01-20-20
WAVY04:41.700289,-8.829983:2025-01-01-01-20-25
WAVY04:41.699826,-8.829842:2025-01-01-01-20-30
WAVY04:41.699705,-8.830012:2025-01-01-01-20-35
WAVY04:41.699901,-8.829821:2025-01-01-01-20-40
WAVY04:41.699777,-8.830009:2025-01-01-01-20-45
WAVY01:41.699587,-8.829631:2025-01-01-01-20-25
WAVY01:41.700227,-8.830435:2025-01-01-01-20-30
WAVY01:41.699958,-8.830249:2025-01-01-01-20-35
WAVY01:41.699897,-8.830163:2025-01-01-01-20-40
WAVY01:41.699670,-8.829859:2025-01-01-01-20-45
WAVY04:41.700306,-8.829714:2025-01-01-01-20-50
WAVY04:41.699502,-8.830234:2025-01-01-01-20-55
WAVY04:41.700219,-8.829965:2025-01-01-01-21-00
WAVY04:41.699556,-8.829934:2025-01-01-01-21-05
WAVY04:41.700456,-8.830055:2025-01-01-01-21-10
WAVY01:41.700236,-8.830096:2025-01-01-01-20-50
WAVY01:41.699982,-8.830277:2025-01-01-01-20-55
WAVY01:41.700414,-8.830400:2025-01-01-01-21-00
WAVY01:41.700042,-8.830452:2025-01-01-01-21-05
WAVY01:41.699917,-8.829567:2025-01-01-01-21-10
WAVY04:41.700079,-8.830432:2025-01-01-01-21-15
WAVY04:41.699942,-8.829735:2025-01-01-01-21-20
WAVY04:41.700409,-8.830369:2025-01-01-01-21-25
WAVY04:41.700076,-8.830273:2025-01-01-01-21-30
WAVY04:41.699847,-8.830301:2025-01-01-01-21-35
WAVY01:41.699711,-8.829980:2025-01-01-01-21-15
WAVY01:41.700370,-8.830245:2025-01-01-01-21-20
WAVY01:41.700188,-8.829960:2025-01-01-01-21-25
WAVY01:41.699688,-8.830188:2025-01-01-01-21-30
WAVY01:41.699774,-8.830480:2025-01-01-01-21-35
WAVY04:41.699980,-8.830423:2025-01-01-01-21-40
WAVY04:41.699624,-8.829858:2025-01-01-01-21-45
WAVY04:41.699858,-8.829824:2025-01-01-01-21-50
WAVY04:41.699997,-8.829803:2025-01-01-01-21-55
WAVY04:41.700390,-8.829720:2025-01-01-01-22-00
WAVY01:41.699980,-8.830423:2025-01-01-01-21-40
WAVY01:41.699703,-8.830408:2025-01-01-01-21-45
WAVY01:41.700342,-8.830052:2025-01-01-01-21-50
WAVY01:41.700336,-8.830075:2025-01-01-01-21-55
WAVY01:41.699605,-8.830469:2025-01-01-01-22-00
WAVY04:41.699530,-8.830467:2025-01-01-01-22-05
WAVY04:41.700344,-8.830063:2025-01-01-01-22-10
WAVY04:41.699935,-8.829705:2025-01-01-01-22-15
WAVY04:41.700300,-8.830097:2025-01-01-01-22-20
WAVY04:41.700289,-8.829973:2025-01-01-01-22-25
WAVY01:41.700490,-8.829932:2025-01-01-01-22-05
WAVY01:41.700072,-8.830383:2025-01-01-01-22-10
WAVY01:41.699840,-8.830167:2025-01-01-01-22-15
WAVY01:41.699672,-8.829786:2025-01-01-01-22-20
WAVY01:41.699936,-8.829929:2025-01-01-01-22-25
WAVY01:41.700096,-8.829568:2025-01-01-01-22-30
WAVY01:41.699812,-8.830098:2025-01-01-01-22-35
WAVY01:41.699623,-8.830227:2025-01-01-01-22-40
WAVY01:41.699771,-8.830147:2025-01-01-01-22-45
WAVY01:41.699796,-8.830039:2025-01-01-01-22-50
WAVY04:41.700200,-8.829845:2025-01-01-01-22-30
WAVY04:41.699854,-8.829782:2025-01-01-01-22-35
WAVY04:41.700108,-8.830023:2025-01-01-01-22-40
WAVY04:41.699784,-8.829725:2025-01-01-01-22-45
WAVY04:41.700437,-8.829783:2025-01-01-01-22-50
WAVY04:41.700379,-8.830405:2025-01-01-01-22-55
WAVY04:41.700126,-8.829893:2025-01-01-01-23-00
WAVY04:41.699584,-8.829602:2025-01-01-01-23-05
WAVY04:41.699856,-8.829642:2025-01-01-01-23-10
WAVY04:41.700055,-8.830275:2025-01-01-01-23-15
WAVY01:41.700379,-8.830405:2025-01-01-01-22-55
WAVY01:41.699736,-8.830005:2025-01-01-01-23-00
WAVY01:41.699584,-8.829602:2025-01-01-01-23-05
WAVY01:41.699856,-8.829642:2025-01-01-01-23-10
WAVY01:41.700130,-8.830422:2025-01-01-01-23-15
WAVY01:41.699970,-8.830100:2025-01-01-01-23-20
WAVY01:41.700387,-8.830245:2025-01-01-01-23-25
WAVY01:41.700336,-8.829693:2025-01-01-01-23-30
WAVY01:41.700192,-8.829844:2025-01-01-01-23-35
WAVY01:41.700261,-8.829794:2025-01-01-01-23-40
WAVY04:41.700184,-8.830250:2025-01-01-01-23-20
WAVY04:41.700008,-8.830112:2025-01-01-01-23-25
WAVY04:41.700227,-8.830362:2025-01-01-01-23-30
WAVY04:41.699560,-8.829938:2025-01-01-01-23-35
WAVY04:41.700022,-8.830168:2025-01-01-01-23-40
WAVY04:41.700424,-8.829930:2025-01-01-01-23-45
WAVY04:41.700157,-8.829814:2025-01-01-01-23-50
WAVY04:41.700176,-8.829926:2025-01-01-01-23-55
WAVY04:41.700386,-8.829682:2025-01-01-01-24-00
WAVY04:41.700296,-8.830072:2025-01-01-01-24-05
WAVY01:41.700142,-8.830390:2025-01-01-01-23-45
WAVY01:41.699636,-8.829567:2025-01-01-01-23-50
WAVY01:41.700123,-8.829857:2025-01-01-01-23-55
WAVY01:41.699510,-8.830494:2025-01-01-01-24-00
WAVY01:41.699835,-8.830229:2025-01-01-01-24-05
WAVY04:41.700429,-8.829764:2025-01-01-01-24-10
WAVY04:41.700158,-8.829572:2025-01-01-01-24-15
WAVY04:41.700464,-8.829721:2025-01-01-01-24-20
WAVY04:41.699941,-8.829517:2025-01-01-01-24-25
WAVY04:41.700077,-8.830328:2025-01-01-01-24-30
WAVY01:41.700446,-8.830282:2025-01-01-01-24-10
WAVY01:41.700465,-8.830429:2025-01-01-01-24-15
WAVY01:41.700408,-8.829951:2025-01-01-01-24-20
WAVY01:41.699631,-8.830149:2025-01-01-01-24-25
WAVY01:41.699732,-8.829860:2025-01-01-01-24-30
WAVY01:41.699514,-8.829592:2025-01-01-01-24-35
WAVY01:41.700151,-8.829599:2025-01-01-01-24-40
WAVY01:41.699829,-8.830039:2025-01-01-01-24-45
WAVY01:41.699510,-8.830432:2025-01-01-01-24-50
WAVY01:41.699994,-8.829600:2025-01-01-01-24-55
WAVY04:41.699815,-8.830102:2025-01-01-01-24-35
WAVY04:41.700255,-8.829590:2025-01-01-01-24-40
WAVY04:41.699829,-8.830039:2025-01-01-01-24-45
WAVY04:41.699739,-8.830050:2025-01-01-01-24-50
WAVY04:41.700081,-8.829899:2025-01-01-01-24-55
WAVY01:41.699684,-8.829850:2025-01-01-01-25-00
WAVY01:41.699651,-8.829915:2025-01-01-01-25-05
WAVY01:41.700127,-8.830095:2025-01-01-01-25-10
WAVY01:41.699967,-8.830291:2025-01-01-01-25-15
WAVY01:41.699619,-8.830236:2025-01-01-01-25-20
WAVY04:41.700062,-8.830020:2025-01-01-01-25-00
WAVY04:41.699510,-8.830220:2025-01-01-01-25-05
WAVY04:41.699727,-8.829824:2025-01-01-01-25-10
WAVY04:41.700128,-8.829839:2025-01-01-01-25-15
WAVY04:41.699619,-8.830236:2025-01-01-01-25-20
WAVY01:41.699681,-8.830236:2025-01-01-01-25-25
WAVY01:41.699721,-8.829970:2025-01-01-01-25-30
WAVY01:41.699694,-8.829768:2025-01-01-01-25-35
WAVY01:41.700170,-8.829574:2025-01-01-01-25-40
WAVY01:41.700377,-8.829602:2025-01-01-01-25-45
WAVY04:41.699681,-8.830236:2025-01-01-01-25-25
WAVY04:41.700462,-8.830264:2025-01-01-01-25-30
WAVY04:41.699841,-8.829899:2025-01-01-01-25-35
WAVY04:41.700235,-8.829591:2025-01-01-01-25-40
WAVY04:41.699850,-8.829720:2025-01-01-01-25-45
WAVY04:41.699780,-8.830493:2025-01-01-01-25-50
WAVY04:41.700354,-8.830299:2025-01-01-01-25-55
WAVY04:41.699752,-8.830049:2025-01-01-01-26-00
WAVY04:41.700184,-8.830446:2025-01-01-01-26-05
WAVY04:41.699782,-8.829706:2025-01-01-01-26-10
WAVY01:41.699965,-8.830354:2025-01-01-01-25-50
WAVY01:41.700304,-8.830353:2025-01-01-01-25-55
WAVY01:41.699788,-8.829923:2025-01-01-01-26-00
WAVY01:41.699810,-8.830438:2025-01-01-01-26-05
WAVY01:41.700474,-8.829993:2025-01-01-01-26-10
WAVY01:41.700082,-8.829887:2025-01-01-01-26-15
WAVY01:41.700067,-8.830394:2025-01-01-01-26-20
WAVY01:41.699910,-8.829890:2025-01-01-01-26-25
WAVY01:41.700261,-8.830118:2025-01-01-01-26-30
WAVY01:41.700286,-8.830294:2025-01-01-01-26-35
WAVY04:41.700152,-8.830130:2025-01-01-01-26-15
WAVY04:41.699872,-8.830485:2025-01-01-01-26-20
WAVY04:41.700455,-8.829935:2025-01-01-01-26-25
WAVY04:41.700261,-8.830118:2025-01-01-01-26-30
WAVY04:41.700286,-8.830294:2025-01-01-01-26-35
WAVY01:41.699816,-8.829596:2025-01-01-01-26-40
WAVY01:41.700068,-8.829689:2025-01-01-01-26-45
WAVY01:41.700366,-8.829845:2025-01-01-01-26-50
WAVY01:41.699511,-8.830265:2025-01-01-01-26-55
WAVY01:41.700294,-8.830446:2025-01-01-01-27-00
WAVY04:41.699918,-8.829801:2025-01-01-01-26-40
WAVY04:41.700014,-8.829726:2025-01-01-01-26-45
WAVY04:41.700385,-8.829712:2025-01-01-01-26-50
WAVY04:41.699698,-8.830344:2025-01-01-01-26-55
WAVY04:41.699648,-8.829662:2025-01-01-01-27-00
WAVY01:41.699644,-8.829978:2025-01-01-01-27-05
WAVY01:41.700019,-8.830339:2025-01-01-01-27-10
WAVY01:41.699500,-8.829860:2025-01-01-01-27-15
WAVY01:41.699784,-8.829998:2025-01-01-01-27-20
WAVY01:41.699855,-8.829903:2025-01-01-01-27-25
WAVY04:41.700448,-8.829512:2025-01-01-01-27-05
WAVY04:41.699873,-8.830325:2025-01-01-01-27-10
WAVY04:41.700220,-8.830156:2025-01-01-01-27-15
WAVY04:41.699784,-8.829998:2025-01-01-01-27-20
WAVY04:41.699686,-8.829579:2025-01-01-01-27-25
WAVY01:41.700368,-8.830081:2025-01-01-01-27-30
WAVY01:41.700063,-8.829619:2025-01-01-01-27-35
WAVY01:41.700077,-8.829593:2025-01-01-01-27-40
WAVY01:41.699728,-8.829927:2025-01-01-01-27-45
WAVY01:41.699945,-8.829701:2025-01-01-01-27-50
WAVY04:41.699822,-8.829726:2025-01-01-01-27-30
WAVY04:41.700063,-8.829619:2025-01-01-01-27-35
WAVY04:41.700330,-8.830181:2025-01-01-01-27-40
WAVY04:41.699728,-8.829927:2025-01-01-01-27-45
WAVY04:41.700486,-8.830204:2025-01-01-01-27-50
WAVY04:41.700234,-8.830044:2025-01-01-01-27-55
WAVY04:41.699575,-8.829916:2025-01-01-01-28-00
WAVY04:41.699971,-8.829986:2025-01-01-01-28-05
WAVY04:41.700224,-8.830040:2025-01-01-01-28-10
WAVY04:41.700052,-8.830291:2025-01-01-01-28-15
WAVY01:41.699757,-8.829741:2025-01-01-01-27-55
WAVY01:41.699644,-8.829557:2025-01-01-01-28-00
WAVY01:41.700222,-8.830187:2025-01-01-01-28-05
WAVY01:41.699923,-8.830433:2025-01-01-01-28-10
WAVY01:41.700136,-8.830184:2025-01-01-01-28-15
WAVY04:41.699512,-8.829679:2025-01-01-01-28-20
WAVY04:41.700144,-8.829920:2025-01-01-01-28-25
WAVY04:41.700495,-8.830187:2025-01-01-01-28-30
WAVY04:41.699736,-8.829780:2025-01-01-01-28-35
WAVY04:41.700222,-8.830084:2025-01-01-01-28-40
WAVY01:41.699606,-8.830221:2025-01-01-01-28-20
WAVY01:41.700144,-8.829920:2025-01-01-01-28-25
WAVY01:41.699986,-8.829978:2025-01-01-01-28-30
WAVY01:41.699844,-8.829900:2025-01-01-01-28-35
WAVY01:41.700309,-8.829704:2025-01-01-01-28-40
WAVY01:41.700049,-8.830307:2025-01-01-01-28-45
WAVY01:41.700383,-8.830424:2025-01-01-01-28-50
WAVY01:41.700465,-8.829531:2025-01-01-01-28-55
WAVY01:41.699726,-8.830393:2025-01-01-01-29-00
WAVY01:41.699757,-8.830396:2025-01-01-01-29-05
WAVY04:41.700049,-8.830307:2025-01-01-01-28-45
WAVY04:41.699984,-8.829574:2025-01-01-01-28-50
WAVY04:41.699774,-8.830066:2025-01-01-01-28-55
WAVY04:41.699726,-8.829853:2025-01-01-01-29-00
WAVY04:41.700074,-8.829912:2025-01-01-01-29-05
WAVY04:41.700289,-8.830248:2025-01-01-01-29-10
WAVY04:41.699780,-8.830443:2025-01-01-01-29-15
WAVY04:41.699887,-8.829898:2025-01-01-01-29-20
WAVY04:41.699718,-8.829721:2025-01-01-01-29-25
WAVY04:41.699580,-8.829793:2025-01-01-01-29-30
WAVY01:41.700363,-8.830173:2025-01-01-01-29-10
WAVY01:41.699817,-8.829926:2025-01-01-01-29-15
WAVY01:41.699723,-8.830444:2025-01-01-01-29-20
WAVY01:41.699540,-8.829836:2025-01-01-01-29-25
WAVY01:41.699665,-8.830264:2025-01-01-01-29-30
WAVY04:41.699674,-8.830303:2025-01-01-01-29-35
WAVY04:41.700026,-8.830300:2025-01-01-01-29-40
WAVY04:41.699640,-8.829802:2025-01-01-01-29-45
WAVY04:41.700171,-8.830021:2025-01-01-01-29-50
WAVY04:41.699830,-8.830468:2025-01-01-01-29-55
WAVY01:41.700112,-8.830155:2025-01-01-01-29-35
WAVY01:41.700229,-8.829993:2025-01-01-01-29-40
WAVY01:41.699971,-8.830418:2025-01-01-01-29-45
WAVY01:41.700331,-8.830461:2025-01-01-01-29-50
WAVY01:41.700217,-8.830385:2025-01-01-01-29-55
WAVY01:41.699799,-8.830153:2025-01-01-01-30-00
WAVY01:41.699685,-8.830323:2025-01-01-01-30-05
WAVY01:41.699645,-8.829849:2025-01-01-01-30-10
WAVY01:41.700205,-8.829599:2025-01-01-01-30-15
WAVY01:41.699901,-8.829961:2025-01-01-01-30-20
WAVY04:41.700475,-8.829969:2025-01-01-01-30-00
WAVY04:41.699823,-8.830046:2025-01-01-01-30-05
WAVY04:41.700050,-8.830307:2025-01-01-01-30-10
WAVY04:41.700288,-8.829522:2025-01-01-01-30-15
WAVY04:41.699901,-8.829961:2025-01-01-01-30-20
WAVY04:41.699944,-8.829725:2025-01-01-01-30-25
WAVY04:41.700246,-8.829975:2025-01-01-01-30-30
WAVY04:41.700328,-8.829904:2025-01-01-01-30-35
WAVY04:41.700260,-8.830331:2025-01-01-01-30-40
WAVY04:41.700493,-8.830348:2025-01-01-01-30-45
WAVY01:41.699533,-8.830148:2025-01-01-01-30-25
WAVY01:41.700246,-8.830391:2025-01-01-01-30-30
WAVY01:41.700485,-8.830500:2025-01-01-01-30-35
WAVY01:41.699760,-8.830115:2025-01-01-01-30-40
WAVY01:41.699841,-8.830142:2025-01-01-01-30-45
WAVY04:41.699777,-8.829513:2025-01-01-01-30-50
WAVY04:41.700110,-8.830228:2025-01-01-01-30-55
WAVY04:41.699669,-8.829810:2025-01-01-01-31-00
WAVY04:41.699891,-8.830460:2025-01-01-01-31-05
WAVY04:41.699671,-8.830201:2025-01-01-01-31-10
WAVY01:41.699838,-8.830285:2025-01-01-01-30-50
WAVY01:41.700016,-8.830303:2025-01-01-01-30-55
WAVY01:41.700426,-8.829974:2025-01-01-01-31-00
WAVY01:41.699749,-8.829938:2025-01-01-01-31-05
WAVY01:41.699678,-8.829576:2025-01-01-01-31-10
WAVY04:41.699854,-8.829782:2025-01-01-01-31-15
WAVY04:41.700008,-8.830329:2025-01-01-01-31-20
WAVY04:41.699968,-8.829599:2025-01-01-01-31-25
WAVY04:41.700466,-8.829599:2025-01-01-01-31-30
WAVY04:41.699534,-8.830448:2025-01-01-01-31-35
WAVY01:41.699611,-8.830140:2025-01-01-01-31-15
WAVY01:41.700106,-8.829659:2025-01-01-01-31-20
WAVY01:41.699776,-8.829794:2025-01-01-01-31-25
WAVY01:41.700466,-8.829599:2025-01-01-01-31-30
WAVY01:41.699534,-8.830448:2025-01-01-01-31-35
WAVY04:41.699772,-8.829900:2025-01-01-01-31-40
WAVY04:41.699925,-8.830281:2025-01-01-01-31-45
WAVY04:41.699686,-8.829969:2025-01-01-01-31-50
WAVY04:41.700377,-8.830451:2025-01-01-01-31-55
WAVY04:41.699610,-8.830339:2025-01-01-01-32-00
WAVY01:41.699772,-8.829900:2025-01-01-01-31-40
WAVY01:41.699863,-8.829767:2025-01-01-01-31-45
WAVY01:41.699736,-8.829976:2025-01-01-01-31-50
WAVY01:41.700133,-8.829946:2025-01-01-01-31-55
WAVY01:41.699717,-8.830294:2025-01-01-01-32-00
WAVY04:41.699658,-8.830204:2025-01-01-01-32-05
WAVY04:41.700071,-8.830496:2025-01-01-01-32-10
WAVY04:41.699612,-8.829724:2025-01-01-01-32-15
WAVY04:41.700017,-8.830176:2025-01-01-01-32-20
WAVY04:41.700197,-8.829690:2025-01-01-01-32-25
WAVY01:41.699527,-8.829901:2025-01-01-01-32-05
WAVY01:41.699527,-8.830441:2025-01-01-01-32-10
WAVY01:41.700053,-8.830245:2025-01-01-01-32-15
WAVY01:41.699968,-8.830037:2025-01-01-01-32-20
WAVY01:41.699909,-8.830044:2025-01-01-01-32-25
WAVY04:41.699851,-8.829529:2025-01-01-01-32-30
WAVY04:41.699626,-8.829666:2025-01-01-01-32-35
WAVY04:41.699702,-8.830322:2025-01-01-01-32-40
WAVY04:41.700132,-8.830316:2025-01-01-01-32-45
WAVY04:41.699513,-8.829541:2025-01-01-01-32-50
WAVY01:41.700264,-8.829533:2025-01-01-01-32-30
WAVY01:41.700090,-8.829521:2025-01-01-01-32-35
WAVY01:41.699768,-8.830463:2025-01-01-01-32-40
WAVY01:41.700132,-8.829721:2025-01-01-01-32-45
WAVY01:41.699897,-8.829831:2025-01-01-01-32-50
WAVY04:41.699799,-8.829672:2025-01-01-01-32-55
WAVY04:41.700215,-8.830084:2025-01-01-01-33-00
WAVY04:41.700427,-8.830170:2025-01-01-01-33-05
WAVY04:41.699880,-8.829651:2025-01-01-01-33-10
