WAVY_ID:Dado:Timestamp
WAVY01:41.700484,-8.829774:2025-01-01-00-00-25
WAVY01:38.720395,-9.139986:2025-01-01-00-07-00
WAVY02:41.149753,-8.609554:2025-01-01-00-07-30
WAVY02:41.149742,-8.609676:2025-01-01-00-07-35
WAVY02:41.149567,-8.609565:2025-01-01-00-07-40
WAVY02:41.150269,-8.609928:2025-01-01-00-07-45
WAVY02:41.149800,-8.610099:2025-01-01-00-07-50
WAVY01:38.719716,-9.140256:2025-01-01-00-07-05
WAVY01:38.720448,-9.139602:2025-01-01-00-07-10
WAVY01:38.720353,-9.140289:2025-01-01-00-07-15
WAVY01:38.720254,-9.139713:2025-01-01-00-07-20
WAVY01:38.719910,-9.140054:2025-01-01-00-07-25
WAVY02:41.149562,-8.610307:2025-01-01-00-07-55
WAVY02:41.149520,-8.610320:2025-01-01-00-08-00
WAVY02:41.150030,-8.610221:2025-01-01-00-08-05
WAVY02:41.150323,-8.610332:2025-01-01-00-08-10
WAVY02:41.149644,-8.609913:2025-01-01-00-08-15
WAVY01:38.720150,-9.139802:2025-01-01-00-07-30
WAVY01:38.719849,-9.140394:2025-01-01-00-07-35
WAVY01:38.719567,-9.140281:2025-01-01-00-07-40
WAVY01:38.719628,-9.139709:2025-01-01-00-07-45
WAVY01:38.720237,-9.140353:2025-01-01-00-07-50
WAVY02:41.150259,-8.609814:2025-01-01-00-08-20
WAVY02:41.149734,-8.610414:2025-01-01-00-08-25
WAVY02:41.150157,-8.609718:2025-01-01-00-08-30
WAVY02:41.149985,-8.610176:2025-01-01-00-08-35
WAVY02:41.150463,-8.609798:2025-01-01-00-08-40
WAVY01:38.720433,-9.139643:2025-01-01-00-07-55
WAVY01:38.719785,-9.140430:2025-01-01-00-08-00
WAVY01:38.719811,-9.140051:2025-01-01-00-08-05
WAVY01:38.719554,-9.140260:2025-01-01-00-08-10
WAVY01:38.720497,-9.140491:2025-01-01-00-08-15
WAVY02:41.150201,-8.609542:2025-01-01-00-08-45
WAVY02:41.149916,-8.610379:2025-01-01-00-08-50
WAVY02:41.149594,-8.610132:2025-01-01-00-08-55
WAVY02:41.149532,-8.610034:2025-01-01-00-09-00
WAVY02:41.150304,-8.610216:2025-01-01-00-09-05
WAVY01:38.720468,-9.140261:2025-01-01-00-08-20
WAVY01:38.720100,-9.140039:2025-01-01-00-08-25
WAVY01:38.720062,-9.140134:2025-01-01-00-08-30
WAVY01:38.719875,-9.139708:2025-01-01-00-08-35
WAVY01:38.720051,-9.139918:2025-01-01-00-08-40
WAVY02:41.150211,-8.609647:2025-01-01-00-09-10
WAVY02:41.149618,-8.610115:2025-01-01-00-09-15
WAVY02:41.150493,-8.610399:2025-01-01-00-09-20
WAVY02:41.149997,-8.609770:2025-01-01-00-09-25
WAVY02:41.150176,-8.610082:2025-01-01-00-09-30
WAVY01:38.720173,-9.140111:2025-01-01-00-08-45
WAVY01:38.719609,-9.140002:2025-01-01-00-08-50
WAVY01:38.719960,-9.139851:2025-01-01-00-08-55
WAVY01:38.719737,-9.139596:2025-01-01-00-09-00
WAVY01:38.720271,-9.140122:2025-01-01-00-09-05
WAVY02:41.149644,-8.609563:2025-01-01-00-09-35
WAVY02:41.149991,-8.610498:2025-01-01-00-09-40
WAVY02:41.149822,-8.610135:2025-01-01-00-09-45
WAVY02:41.150169,-8.609774:2025-01-01-00-09-50
WAVY02:41.149966,-8.610354:2025-01-01-00-09-55
WAVY01:38.719579,-9.140287:2025-01-01-00-09-10
WAVY01:38.720082,-9.140105:2025-01-01-00-09-15
WAVY01:38.720402,-9.139562:2025-01-01-00-09-20
WAVY01:38.720418,-9.139803:2025-01-01-00-09-25
WAVY01:38.720217,-9.139545:2025-01-01-00-09-30
WAVY02:41.149686,-8.609621:2025-01-01-00-10-00
WAVY02:41.149932,-8.609915:2025-01-01-00-10-05
WAVY02:41.149697,-8.609891:2025-01-01-00-10-10
WAVY02:41.149845,-8.609774:2025-01-01-00-10-15
WAVY02:41.149882,-8.610294:2025-01-01-00-10-20
WAVY01:38.719512,-9.140478:2025-01-01-00-09-35
WAVY01:38.719511,-9.140305:2025-01-01-00-09-40
WAVY01:38.719816,-9.140199:2025-01-01-00-09-45
WAVY01:38.719601,-9.139704:2025-01-01-00-09-50
WAVY01:38.719845,-9.139586:2025-01-01-00-09-55
WAVY02:41.149643,-8.610076:2025-01-01-00-10-25
WAVY02:41.150237,-8.610145:2025-01-01-00-10-30
WAVY02:41.149521,-8.610274:2025-01-01-00-10-35
WAVY02:41.150111,-8.610357:2025-01-01-00-10-40
WAVY02:41.150061,-8.610427:2025-01-01-00-10-45
WAVY01:38.720087,-9.140377:2025-01-01-00-10-00
WAVY01:38.719633,-9.140488:2025-01-01-00-10-05
WAVY01:38.720030,-9.140047:2025-01-01-00-10-10
WAVY01:38.720049,-9.140468:2025-01-01-00-10-15
WAVY01:38.719856,-9.139715:2025-01-01-00-10-20
WAVY02:41.150310,-8.609575:2025-01-01-00-10-50
WAVY02:41.150444,-8.610163:2025-01-01-00-10-55
WAVY02:41.149775,-8.610220:2025-01-01-00-11-00
WAVY02:41.150472,-8.610109:2025-01-01-00-11-05
WAVY02:41.150461,-8.609569:2025-01-01-00-11-10
WAVY01:38.719998,-9.140371:2025-01-01-00-10-25
WAVY01:38.720184,-9.140030:2025-01-01-00-10-30
WAVY01:38.719763,-9.140179:2025-01-01-00-10-35
WAVY01:38.719662,-9.140074:2025-01-01-00-10-40
WAVY01:38.719579,-9.139569:2025-01-01-00-10-45
WAVY02:41.150125,-8.610058:2025-01-01-00-11-15
WAVY02:41.149555,-8.610261:2025-01-01-00-11-20
WAVY02:41.150031,-8.610474:2025-01-01-00-11-25
WAVY02:41.149679,-8.609799:2025-01-01-00-11-30
WAVY02:41.150345,-8.610266:2025-01-01-00-11-35
WAVY01:38.719641,-9.140367:2025-01-01-00-10-50
WAVY01:38.719812,-9.139636:2025-01-01-00-10-55
WAVY01:38.719708,-9.139963:2025-01-01-00-11-00
WAVY01:38.719810,-9.140335:2025-01-01-00-11-05
WAVY01:38.720278,-9.140420:2025-01-01-00-11-10
WAVY02:41.150034,-8.610284:2025-01-01-00-11-40
WAVY02:41.150368,-8.609538:2025-01-01-00-11-45
WAVY02:41.149933,-8.610228:2025-01-01-00-11-50
WAVY02:41.150045,-8.609992:2025-01-01-00-11-55
WAVY02:41.150482,-8.609762:2025-01-01-00-12-00
WAVY01:38.720257,-9.140478:2025-01-01-00-11-15
WAVY01:38.720166,-9.140285:2025-01-01-00-11-20
WAVY01:38.719945,-9.140385:2025-01-01-00-11-25
WAVY01:38.719605,-9.139938:2025-01-01-00-11-30
WAVY01:38.720222,-9.139729:2025-01-01-00-11-35
WAVY02:41.150061,-8.609659:2025-01-01-00-12-05
WAVY02:41.150428,-8.609975:2025-01-01-00-12-10
WAVY02:41.150356,-8.609638:2025-01-01-00-12-15
WAVY02:41.149791,-8.610100:2025-01-01-00-12-20
WAVY02:41.149683,-8.609669:2025-01-01-00-12-25
WAVY01:38.719973,-9.140116:2025-01-01-00-11-40
WAVY01:38.720255,-9.139890:2025-01-01-00-11-45
WAVY01:38.719706,-9.140081:2025-01-01-00-11-50
WAVY01:38.719537,-9.140073:2025-01-01-00-11-55
WAVY01:38.719864,-9.140440:2025-01-01-00-12-00
WAVY02:41.149925,-8.610018:2025-01-01-00-12-30
WAVY02:41.149674,-8.609748:2025-01-01-00-12-35
WAVY02:41.150092,-8.609594:2025-01-01-00-12-40
WAVY02:41.150279,-8.609932:2025-01-01-00-12-45
WAVY02:41.149622,-8.609894:2025-01-01-00-12-50
WAVY01:38.720332,-9.139633:2025-01-01-00-12-05
WAVY01:38.719839,-9.140318:2025-01-01-00-12-10
WAVY01:38.720042,-9.139519:2025-01-01-00-12-15
WAVY01:38.720467,-9.140187:2025-01-01-00-12-20
WAVY01:38.720087,-9.140202:2025-01-01-00-12-25
WAVY02:41.150217,-8.609872:2025-01-01-00-12-55
WAVY02:41.149566,-8.610256:2025-01-01-00-13-00
WAVY02:41.150318,-8.610295:2025-01-01-00-13-05
WAVY02:41.149777,-8.609778:2025-01-01-00-13-10
WAVY02:41.149598,-8.610269:2025-01-01-00-13-15
WAVY01:38.720196,-9.140449:2025-01-01-00-12-30
WAVY01:38.720499,-9.140367:2025-01-01-00-12-35
WAVY01:38.720130,-9.140043:2025-01-01-00-12-40
WAVY01:38.719669,-9.140285:2025-01-01-00-12-45
WAVY01:38.720303,-9.140070:2025-01-01-00-12-50
WAVY02:41.150277,-8.609509:2025-01-01-00-13-20
WAVY02:41.150045,-8.610048:2025-01-01-00-13-25
WAVY02:41.150291,-8.610431:2025-01-01-00-13-30
WAVY02:41.149672,-8.610227:2025-01-01-00-13-35
WAVY02:41.150053,-8.609682:2025-01-01-00-13-40
WAVY01:38.719829,-9.139663:2025-01-01-00-12-55
WAVY01:38.719832,-9.139657:2025-01-01-00-13-00
WAVY01:38.720355,-9.139699:2025-01-01-00-13-05
WAVY01:38.719739,-9.140171:2025-01-01-00-13-10
WAVY01:38.720003,-9.139923:2025-01-01-00-13-15
WAVY02:41.150339,-8.609731:2025-01-01-00-13-45
WAVY02:41.149864,-8.610302:2025-01-01-00-13-50
WAVY02:41.149634,-8.609749:2025-01-01-00-13-55
WAVY02:41.150339,-8.610476:2025-01-01-00-14-00
WAVY02:41.150488,-8.609656:2025-01-01-00-14-05
WAVY01:38.720489,-9.140338:2025-01-01-00-13-20
WAVY01:38.720239,-9.140346:2025-01-01-00-13-25
WAVY01:38.719534,-9.139503:2025-01-01-00-13-30
WAVY01:38.720098,-9.139977:2025-01-01-00-13-35
WAVY01:38.719650,-9.140200:2025-01-01-00-13-40
WAVY02:41.149846,-8.610416:2025-01-01-00-14-10
WAVY02:41.149913,-8.609534:2025-01-01-00-14-15
WAVY02:41.150276,-8.609969:2025-01-01-00-14-20
WAVY02:41.150335,-8.609801:2025-01-01-00-14-25
WAVY02:41.149985,-8.610475:2025-01-01-00-14-30
WAVY01:38.720377,-9.139827:2025-01-01-00-13-45
WAVY01:38.720308,-9.140036:2025-01-01-00-13-50
WAVY01:38.720340,-9.140234:2025-01-01-00-13-55
WAVY01:38.719622,-9.139949:2025-01-01-00-14-00
WAVY01:38.719893,-9.139594:2025-01-01-00-14-05
WAVY02:41.149773,-8.609745:2025-01-01-00-14-35
WAVY02:41.150212,-8.609877:2025-01-01-00-14-40
WAVY02:41.149719,-8.610279:2025-01-01-00-14-45
WAVY02:41.150138,-8.609828:2025-01-01-00-14-50
WAVY02:41.149648,-8.610391:2025-01-01-00-14-55
WAVY01:38.720286,-9.140175:2025-01-01-00-14-10
WAVY01:38.719972,-9.139541:2025-01-01-00-14-15
WAVY01:38.720043,-9.140046:2025-01-01-00-14-20
WAVY01:38.719991,-9.139719:2025-01-01-00-14-25
WAVY01:38.720174,-9.140465:2025-01-01-00-14-30
WAVY02:41.150186,-8.609963:2025-01-01-00-15-00
WAVY02:41.149646,-8.609552:2025-01-01-00-15-05
WAVY02:41.150313,-8.610330:2025-01-01-00-15-10
WAVY02:41.149521,-8.609846:2025-01-01-00-15-15
WAVY02:41.150040,-8.610060:2025-01-01-00-15-20
WAVY01:38.720151,-9.140038:2025-01-01-00-14-35
WAVY01:38.720419,-9.139665:2025-01-01-00-14-40
WAVY01:38.720075,-9.139628:2025-01-01-00-14-45
WAVY01:38.720077,-9.140490:2025-01-01-00-14-50
WAVY01:38.719512,-9.140470:2025-01-01-00-14-55
WAVY02:41.149791,-8.610133:2025-01-01-00-15-25
WAVY02:41.150100,-8.609976:2025-01-01-00-15-30
WAVY02:41.150402,-8.609966:2025-01-01-00-15-35
WAVY02:41.149644,-8.610330:2025-01-01-00-15-40
WAVY02:41.149719,-8.610200:2025-01-01-00-15-45
WAVY01:38.719840,-9.139840:2025-01-01-00-15-00
WAVY01:38.720473,-9.140396:2025-01-01-00-15-05
WAVY01:38.720433,-9.139664:2025-01-01-00-15-10
WAVY01:38.719579,-9.139870:2025-01-01-00-15-15
WAVY01:38.720362,-9.140277:2025-01-01-00-15-20
WAVY01:41.700002,-8.829597:2025-01-01-00-00-00
WAVY01:41.699713,-8.830417:2025-01-01-00-00-05
WAVY01:41.700188,-8.830202:2025-01-01-00-00-10
WAVY01:41.699889,-8.830490:2025-01-01-00-00-15
WAVY01:41.699845,-8.829730:2025-01-01-00-00-20
WAVY02:38.529757,-8.889697:2025-01-01-00-00-00
WAVY02:38.529713,-8.890417:2025-01-01-00-00-05
WAVY02:38.530188,-8.890202:2025-01-01-00-00-10
WAVY02:38.530207,-8.890115:2025-01-01-00-00-15
WAVY02:38.529533,-8.889689:2025-01-01-00-00-20
WAVY01:41.700061,-8.830406:2025-01-01-00-00-25
WAVY01:41.699846,-8.829834:2025-01-01-00-00-30
WAVY01:41.699839,-8.829800:2025-01-01-00-00-35
WAVY01:41.700325,-8.829561:2025-01-01-00-00-40
WAVY01:41.700459,-8.829820:2025-01-01-00-00-45
WAVY02:38.530061,-8.890428:2025-01-01-00-00-25
WAVY02:38.529846,-8.890414:2025-01-01-00-00-30
WAVY02:38.529839,-8.889800:2025-01-01-00-00-35
WAVY02:38.530309,-8.889582:2025-01-01-00-00-40
WAVY02:38.530082,-8.890434:2025-01-01-00-00-45
WAVY02:38.529731,-8.889668:2025-01-01-00-00-50
WAVY02:38.530345,-8.890389:2025-01-01-00-00-55
WAVY02:38.530406,-8.890054:2025-01-01-00-01-00
WAVY02:38.529647,-8.889520:2025-01-01-00-01-05
WAVY02:38.530260,-8.890187:2025-01-01-00-01-10
WAVY01:41.700126,-8.829918:2025-01-01-00-00-50
WAVY01:41.699685,-8.830306:2025-01-01-00-00-55
WAVY01:41.699557,-8.829785:2025-01-01-00-01-00
WAVY01:41.699993,-8.830179:2025-01-01-00-01-05
WAVY01:41.699681,-8.829914:2025-01-01-00-01-10
WAVY02:38.530358,-8.890272:2025-01-01-00-01-15
WAVY02:38.529929,-8.889840:2025-01-01-00-01-20
WAVY02:38.529663,-8.890106:2025-01-01-00-01-25
WAVY02:38.530242,-8.889595:2025-01-01-00-01-30
WAVY02:38.529815,-8.889887:2025-01-01-00-01-35
WAVY02:38.529724,-8.889892:2025-01-01-00-01-40
WAVY02:38.529933,-8.889939:2025-01-01-00-01-45
WAVY02:38.530179,-8.889739:2025-01-01-00-01-50
WAVY02:38.529806,-8.890454:2025-01-01-00-01-55
WAVY02:38.530060,-8.890223:2025-01-01-00-02-00
WAVY01:41.699916,-8.829890:2025-01-01-00-01-15
WAVY01:41.699749,-8.830362:2025-01-01-00-01-20
WAVY01:41.700095,-8.830247:2025-01-01-00-01-25
WAVY01:41.699519,-8.829713:2025-01-01-00-01-30
WAVY01:41.700212,-8.830376:2025-01-01-00-01-35
WAVY02:38.530191,-8.890496:2025-01-01-00-02-05
WAVY02:38.530290,-8.890013:2025-01-01-00-02-10
WAVY02:38.530139,-8.889808:2025-01-01-00-02-15
WAVY02:38.529588,-8.889549:2025-01-01-00-02-20
WAVY02:38.529547,-8.890052:2025-01-01-00-02-25
WAVY01:41.699644,-8.830187:2025-01-01-00-01-40
WAVY01:41.700285,-8.830219:2025-01-01-00-01-45
WAVY01:41.700216,-8.829834:2025-01-01-00-01-50
WAVY01:41.699866,-8.829704:2025-01-01-00-01-55
WAVY01:41.699520,-8.830069:2025-01-01-00-02-00
WAVY01:41.700344,-8.830402:2025-01-01-00-02-05
WAVY01:41.700475,-8.829932:2025-01-01-00-02-10
WAVY01:41.700285,-8.829741:2025-01-01-00-02-15
WAVY01:41.700358,-8.830110:2025-01-01-00-02-20
WAVY01:41.699531,-8.829556:2025-01-01-00-02-25
WAVY02:38.530098,-8.889976:2025-01-01-00-02-30
WAVY02:38.529995,-8.889937:2025-01-01-00-02-35
WAVY02:38.529875,-8.890439:2025-01-01-00-02-40
WAVY02:38.529581,-8.889697:2025-01-01-00-02-45
WAVY02:38.529698,-8.890466:2025-01-01-00-02-50
WAVY01:40.639925,-8.649871:2025-01-01-00-00-00
WAVY01:40.639913,-8.649913:2025-01-01-00-00-05
WAVY01:40.639937,-8.650287:2025-01-01-00-00-10
WAVY01:40.639898,-8.649718:2025-01-01-00-00-15
WAVY01:40.640237,-8.649508:2025-01-01-00-00-20
WAVY02:38.519809,-8.889776:2025-01-01-00-00-00
WAVY02:38.519913,-8.890468:2025-01-01-00-00-05
WAVY02:38.520395,-8.889512:2025-01-01-00-00-10
WAVY02:38.519717,-8.890084:2025-01-01-00-00-15
WAVY02:38.519729,-8.890269:2025-01-01-00-00-20
WAVY01:40.639506,-8.650009:2025-01-01-00-00-25
WAVY01:40.640332,-8.650148:2025-01-01-00-00-30
WAVY01:40.640110,-8.650326:2025-01-01-00-00-35
WAVY01:40.639994,-8.650465:2025-01-01-00-00-40
WAVY01:40.640239,-8.649516:2025-01-01-00-00-45
WAVY02:38.520218,-8.890179:2025-01-01-00-00-25
WAVY02:38.520332,-8.890041:2025-01-01-00-00-30
WAVY02:38.520303,-8.889882:2025-01-01-00-00-35
WAVY02:38.519602,-8.889588:2025-01-01-00-00-40
WAVY02:38.520006,-8.889790:2025-01-01-00-00-45
WAVY01:40.640195,-8.650246:2025-01-01-00-00-50
WAVY01:40.640225,-8.649671:2025-01-01-00-00-55
WAVY01:40.640469,-8.649856:2025-01-01-00-01-00
WAVY01:40.640464,-8.649522:2025-01-01-00-01-05
WAVY01:40.639573,-8.650280:2025-01-01-00-01-10
WAVY01:40.640353,-8.649643:2025-01-01-00-01-15
WAVY01:40.639783,-8.649873:2025-01-01-00-01-20
WAVY01:40.640210,-8.649844:2025-01-01-00-01-25
WAVY01:40.639534,-8.649669:2025-01-01-00-01-30
WAVY01:40.640282,-8.649828:2025-01-01-00-01-35
WAVY02:38.519858,-8.890066:2025-01-01-00-00-50
WAVY02:38.519971,-8.890427:2025-01-01-00-00-55
WAVY02:38.519795,-8.889609:2025-01-01-00-01-00
WAVY02:38.520232,-8.889505:2025-01-01-00-01-05
WAVY02:38.520383,-8.889753:2025-01-01-00-01-10
WAVY01:40.640414,-8.650374:2025-01-01-00-01-40
WAVY01:40.639831,-8.650133:2025-01-01-00-01-45
WAVY01:40.640176,-8.650184:2025-01-01-00-01-50
WAVY01:40.640259,-8.650406:2025-01-01-00-01-55
WAVY01:40.639648,-8.649988:2025-01-01-00-02-00
WAVY02:38.519677,-8.890045:2025-01-01-00-01-15
WAVY02:38.520380,-8.890408:2025-01-01-00-01-20
WAVY02:38.520201,-8.889800:2025-01-01-00-01-25
WAVY02:38.520428,-8.889748:2025-01-01-00-01-30
WAVY02:38.520499,-8.890160:2025-01-01-00-01-35
WAVY01:40.640056,-8.650200:2025-01-01-00-02-05
WAVY01:40.639689,-8.649616:2025-01-01-00-02-10
WAVY01:40.639603,-8.649781:2025-01-01-00-02-15
WAVY01:40.639934,-8.650222:2025-01-01-00-02-20
WAVY01:40.639847,-8.649839:2025-01-01-00-02-25
WAVY02:38.519507,-8.890226:2025-01-01-00-01-40
WAVY02:38.520478,-8.890069:2025-01-01-00-01-45
WAVY02:38.520060,-8.889810:2025-01-01-00-01-50
WAVY02:38.520079,-8.890305:2025-01-01-00-01-55
WAVY02:38.520131,-8.889939:2025-01-01-00-02-00
WAVY01:40.639673,-8.649656:2025-01-01-00-02-30
WAVY01:40.640137,-8.649769:2025-01-01-00-02-35
WAVY01:40.639703,-8.650434:2025-01-01-00-02-40
WAVY01:40.639865,-8.650161:2025-01-01-00-02-45
WAVY01:40.639795,-8.650188:2025-01-01-00-02-50
WAVY01:40.640237,-8.649541:2025-01-01-00-02-55
WAVY01:40.640294,-8.649781:2025-01-01-00-03-00
WAVY01:40.640094,-8.649563:2025-01-01-00-03-05
WAVY01:40.639663,-8.650455:2025-01-01-00-03-10
WAVY01:40.640465,-8.649859:2025-01-01-00-03-15
WAVY01:40.640446,-8.650393:2025-01-01-00-03-20
WAVY01:40.639978,-8.649699:2025-01-01-00-03-25
WAVY01:40.640362,-8.650175:2025-01-01-00-03-30
WAVY01:40.639723,-8.649750:2025-01-01-00-03-35
WAVY01:40.639516,-8.649578:2025-01-01-00-03-40
WAVY02:38.520030,-8.889557:2025-01-01-00-02-05
WAVY02:38.520236,-8.889897:2025-01-01-00-02-10
WAVY02:38.520447,-8.890167:2025-01-01-00-02-15
WAVY02:38.520141,-8.890296:2025-01-01-00-02-20
WAVY02:38.519571,-8.889587:2025-01-01-00-02-25
WAVY01:40.639839,-8.650004:2025-01-01-00-03-45
WAVY01:40.640134,-8.650202:2025-01-01-00-03-50
WAVY01:40.639802,-8.649871:2025-01-01-00-03-55
WAVY01:40.639828,-8.650414:2025-01-01-00-04-00
WAVY01:40.640399,-8.650439:2025-01-01-00-04-05
WAVY02:38.520123,-8.889686:2025-01-01-00-02-30
WAVY02:38.519702,-8.890329:2025-01-01-00-02-35
WAVY02:38.519997,-8.890154:2025-01-01-00-02-40
WAVY02:38.519752,-8.890149:2025-01-01-00-02-45
WAVY02:38.519641,-8.890354:2025-01-01-00-02-50
WAVY01:40.640483,-8.650494:2025-01-01-00-04-10
WAVY01:40.639634,-8.649856:2025-01-01-00-04-15
WAVY01:40.640235,-8.650120:2025-01-01-00-04-20
WAVY01:40.640347,-8.650212:2025-01-01-00-04-25
WAVY01:40.640205,-8.650144:2025-01-01-00-04-30
WAVY02:38.519541,-8.890099:2025-01-01-00-02-55
WAVY02:38.520112,-8.890260:2025-01-01-00-03-00
WAVY02:38.519644,-8.890067:2025-01-01-00-03-05
WAVY02:38.519812,-8.889695:2025-01-01-00-03-10
WAVY02:38.519678,-8.889856:2025-01-01-00-03-15
WAVY02:38.520245,-8.890075:2025-01-01-00-03-20
WAVY02:38.520279,-8.889882:2025-01-01-00-03-25
WAVY02:38.520012,-8.890138:2025-01-01-00-03-30
WAVY02:38.520264,-8.889639:2025-01-01-00-03-35
WAVY02:38.520450,-8.889522:2025-01-01-00-03-40
WAVY01:40.639547,-8.650085:2025-01-01-00-04-35
WAVY01:40.639627,-8.649699:2025-01-01-00-04-40
WAVY01:40.639926,-8.649890:2025-01-01-00-04-45
WAVY01:40.639584,-8.649503:2025-01-01-00-04-50
WAVY01:40.640270,-8.650472:2025-01-01-00-04-55
WAVY02:38.519591,-8.889792:2025-01-01-00-03-45
WAVY02:38.520172,-8.889884:2025-01-01-00-03-50
WAVY02:38.520275,-8.889964:2025-01-01-00-03-55
WAVY02:38.519623,-8.890381:2025-01-01-00-04-00
WAVY02:38.519963,-8.890264:2025-01-01-00-04-05
WAVY02:38.519755,-8.890065:2025-01-01-00-04-10
WAVY02:38.519505,-8.889739:2025-01-01-00-04-15
WAVY02:38.520046,-8.890498:2025-01-01-00-04-20
WAVY02:38.520328,-8.889666:2025-01-01-00-04-25
WAVY02:38.519788,-8.889788:2025-01-01-00-04-30
WAVY01:40.640370,-8.649862:2025-01-01-00-05-00
WAVY01:40.640021,-8.650011:2025-01-01-00-05-05
WAVY01:40.640232,-8.650068:2025-01-01-00-05-10
WAVY01:40.639825,-8.650113:2025-01-01-00-05-15
WAVY01:40.639698,-8.649595:2025-01-01-00-05-20
WAVY01:38.529885,-8.889502:2025-01-01-00-00-00
WAVY01:38.529523,-8.890207:2025-01-01-00-00-05
WAVY01:38.530310,-8.890258:2025-01-01-00-00-10
WAVY01:38.530438,-8.890277:2025-01-01-00-00-15
WAVY01:38.530334,-8.890454:2025-01-01-00-00-20
WAVY02:40.639890,-8.650221:2025-01-01-00-00-00
WAVY02:40.639991,-8.649726:2025-01-01-00-00-05
WAVY02:40.640310,-8.649605:2025-01-01-00-00-10
WAVY02:40.640438,-8.649632:2025-01-01-00-00-15
WAVY02:40.640018,-8.649997:2025-01-01-00-00-20
WAVY02:40.640169,-8.649823:2025-01-01-00-00-25
WAVY02:40.639808,-8.650371:2025-01-01-00-00-30
WAVY02:40.640206,-8.650424:2025-01-01-00-00-35
WAVY02:40.639635,-8.649722:2025-01-01-00-00-40
WAVY02:40.640000,-8.650277:2025-01-01-00-00-45
WAVY01:38.529533,-8.890086:2025-01-01-00-00-25
WAVY01:38.530483,-8.890100:2025-01-01-00-00-30
WAVY01:38.530194,-8.889781:2025-01-01-00-00-35
WAVY01:38.529635,-8.890337:2025-01-01-00-00-40
WAVY01:38.529963,-8.890081:2025-01-01-00-00-45
WAVY02:40.640491,-8.650342:2025-01-01-00-00-50
WAVY02:40.640372,-8.650404:2025-01-01-00-00-55
WAVY02:40.639515,-8.649659:2025-01-01-00-01-00
WAVY02:40.640024,-8.649684:2025-01-01-00-01-05
WAVY02:40.640291,-8.649602:2025-01-01-00-01-10
WAVY01:38.530188,-8.889546:2025-01-01-00-00-50
WAVY01:38.529653,-8.889558:2025-01-01-00-00-55
WAVY01:38.530057,-8.890072:2025-01-01-00-01-00
WAVY01:38.529785,-8.890289:2025-01-01-00-01-05
WAVY01:38.529568,-8.890299:2025-01-01-00-01-10
WAVY01:38.529957,-8.890102:2025-01-01-00-01-15
WAVY01:38.529533,-8.889938:2025-01-01-00-01-20
WAVY01:38.529537,-8.890026:2025-01-01-00-01-25
WAVY01:38.530034,-8.890205:2025-01-01-00-01-30
WAVY01:38.530188,-8.890126:2025-01-01-00-01-35
WAVY02:40.640221,-8.649651:2025-01-01-00-01-15
WAVY02:40.640093,-8.649598:2025-01-01-00-01-20
WAVY02:40.640313,-8.650254:2025-01-01-00-01-25
WAVY02:40.640017,-8.649872:2025-01-01-00-01-30
WAVY02:40.639930,-8.650411:2025-01-01-00-01-35
WAVY02:40.639602,-8.649989:2025-01-01-00-01-40
WAVY02:40.640048,-8.649753:2025-01-01-00-01-45
WAVY02:40.640124,-8.649704:2025-01-01-00-01-50
WAVY02:40.639968,-8.649827:2025-01-01-00-01-55
WAVY02:40.640243,-8.649527:2025-01-01-00-02-00
WAVY01:38.530172,-8.889604:2025-01-01-00-01-40
WAVY01:38.529601,-8.889988:2025-01-01-00-01-45
WAVY01:38.529546,-8.890124:2025-01-01-00-01-50
WAVY01:38.530218,-8.889827:2025-01-01-00-01-55
WAVY01:38.530243,-8.889527:2025-01-01-00-02-00
WAVY02:40.639880,-8.649701:2025-01-01-00-02-05
WAVY02:40.640389,-8.650269:2025-01-01-00-02-10
WAVY02:40.639980,-8.650185:2025-01-01-00-02-15
WAVY02:40.639920,-8.650332:2025-01-01-00-02-20
WAVY02:40.640165,-8.649548:2025-01-01-00-02-25
WAVY01:38.530021,-8.889959:2025-01-01-00-02-05
WAVY01:38.530375,-8.890458:2025-01-01-00-02-10
WAVY01:38.529510,-8.890214:2025-01-01-00-02-15
WAVY01:38.529848,-8.890273:2025-01-01-00-02-20
WAVY01:38.529961,-8.889517:2025-01-01-00-02-25
WAVY02:40.640179,-8.650375:2025-01-01-00-02-30
WAVY02:40.640336,-8.650222:2025-01-01-00-02-35
WAVY02:40.639598,-8.650379:2025-01-01-00-02-40
WAVY02:40.640035,-8.649802:2025-01-01-00-02-45
WAVY02:40.639828,-8.650165:2025-01-01-00-02-50
WAVY01:38.529801,-8.890246:2025-01-01-00-02-30
WAVY01:38.529815,-8.889907:2025-01-01-00-02-35
WAVY01:38.530184,-8.890107:2025-01-01-00-02-40
WAVY01:38.529945,-8.890200:2025-01-01-00-02-45
WAVY01:38.529835,-8.890191:2025-01-01-00-02-50
WAVY02:40.640368,-8.650241:2025-01-01-00-02-55
WAVY02:40.639651,-8.650020:2025-01-01-00-03-00
WAVY02:40.639777,-8.649976:2025-01-01-00-03-05
WAVY02:40.639794,-8.650021:2025-01-01-00-03-10
WAVY02:40.640004,-8.649737:2025-01-01-00-03-15
WAVY02:40.640393,-8.649828:2025-01-01-00-03-20
WAVY02:40.639949,-8.650432:2025-01-01-00-03-25
WAVY02:40.639677,-8.649700:2025-01-01-00-03-30
WAVY02:40.639710,-8.650296:2025-01-01-00-03-35
